ID,Period,StudentAcademicLevel,StudentCategory,StudentLocation,FullTimePartTimeIndicator,AlumniChild,Ethnicity,Gender,ChurchAffiliation,CitizenshipCountry,InternationalIndicator,Continent,CountryResidency,DualCitizenship,ABDIndicator,USCitizensBreakdown
122,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Male,Presbyterian,South Korea,Intl Citz,Asia,Turkey,Non Dual Citizen,Not ABD,Non-US Citizen
123,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Female,Other Reformed,China,Intl Citz,Asia,China,Non Dual Citizen,Not ABD,Non-US Citizen
124,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Roman Catholic,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
125,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Male,Presbyterian,South Korea,Intl Citz,Asia,South Korea,Non Dual Citizen,Not ABD,Non-US Citizen
126,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Female,Presbyterian,South Korea,Intl Citz,Unknown,Unknown,Non Dual Citizen,Not ABD,Non-US Citizen
127,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,Multi-Racial,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
128,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Female,Presbyterian,South Korea,Intl Citz,Asia,South Korea,Non Dual Citizen,Not ABD,Non-US Citizen
129,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
130,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Male,Presbyterian,Ghana,Intl Citz,Africa,Ghana,Non Dual Citizen,Not ABD,Non-US Citizen
131,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Male,Other Church,Dominican Republic,Intl Citz,North America,Dominican Republic,Non Dual Citizen,Not ABD,Non-US Citizen
132,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,ABD,US Citizens Living Abroad
133,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Male,Christian Reformed,China,Intl Citz,North America,United States of America,Non Dual Citizen,DOMIN,Non-US Citizen
134,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Male,Other Church,China,Intl Citz,North America,United States of America,Non Dual Citizen,DOMIN,Non-US Citizen
135,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Male,None/Not Stated,Nepal,Intl Citz,Asia,Nepal,Non Dual Citizen,Not ABD,Non-US Citizen
136,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Male,Presbyterian,China,Intl Citz,North America,United States of America,Non Dual Citizen,DOMIN,Non-US Citizen
137,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Female,Roman Catholic,Ghana,Intl Citz,Africa,Ghana,Non Dual Citizen,Not ABD,Non-US Citizen
138,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Part Time,Not Child of Alumni,U.S. Nonresident,Male,None/Not Stated,China,Intl Citz,North America,United States of America,Non Dual Citizen,DOMIN,Non-US Citizen
139,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Female,Other Church,South Korea,Intl Citz,Asia,South Korea,Non Dual Citizen,Not ABD,Non-US Citizen
140,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Female,Other Church,India,Intl Citz,Asia,India,Non Dual Citizen,Not ABD,Non-US Citizen
141,2024 Fall,Undergraduate,FTIAC at Entry,Handlon Campus,Part Time,Not Child of Alumni,Black or African American,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
142,2024 Fall,Undergraduate,FTIAC at Entry,Handlon Campus,Part Time,Not Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
143,2024 Fall,Undergraduate,FTIAC at Entry,Handlon Campus,Part Time,Not Child of Alumni,Black or African American,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
144,2024 Fall,Undergraduate,FTIAC at Entry,Handlon Campus,Part Time,Not Child of Alumni,White,Male,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
145,2024 Fall,Undergraduate,Transfer at Entry,Handlon Campus,Part Time,Not Child of Alumni,Black or African American,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
146,2024 Fall,Undergraduate,FTIAC at Entry,Handlon Campus,Part Time,Not Child of Alumni,Black or African American,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
147,2024 Fall,Undergraduate,Transfer at Entry,Handlon Campus,Part Time,Not Child of Alumni,White,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
148,2024 Fall,Undergraduate,FTIAC at Entry,Handlon Campus,Part Time,Not Child of Alumni,Black or African American,Male,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
149,2024 Fall,Undergraduate,FTIAC at Entry,Handlon Campus,Part Time,Not Child of Alumni,White,Male,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
150,2024 Fall,Undergraduate,Transfer at Entry,Handlon Campus,Part Time,Not Child of Alumni,White,Male,Roman Catholic,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
151,2024 Fall,Undergraduate,Transfer at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,U.S. Nonresident,Male,Other Church,South Korea,Intl Citz,Asia,South Korea,Non Dual Citizen,Not ABD,Non-US Citizen
152,2024 Fall,Graduate,Graduate,Grand Rapids Campus,Part Time,Not Child of Alumni,U.S. Nonresident,Female,Other Church,Mexico,Intl Citz,North America,United States of America,Non Dual Citizen,DOMIN,Non-US Citizen
153,2024 Fall,Graduate,Graduate,Grand Rapids Campus,Part Time,Not Child of Alumni,White,Female,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
154,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
155,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Part Time,Child of Alumni,White,Male,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
156,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
157,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Dual Citizen,Not ABD,US Citizens Living Domestically
158,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
159,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
160,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
161,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,Asian,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
162,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
163,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
164,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,Asian,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
165,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
166,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Other Church,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
167,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
168,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
169,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
170,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,Unknown,Unknown,Non Dual Citizen,ABD,US Citizens Living Abroad
171,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
172,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,Unknown,Unknown,Non Dual Citizen,ABD,US Citizens Living Abroad
173,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Presbyterian,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
174,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
175,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
176,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
177,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
178,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
179,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
180,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
181,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Not declared,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
182,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Male,Christian Reformed,United States of America,Not Intl,Unknown,Unknown,Non Dual Citizen,ABD,US Citizens Living Abroad
183,2024 Fall,Graduate,Graduate,Online Campus,Part Time,Not Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,Unknown,Unknown,Non Dual Citizen,ABD,US Citizens Living Abroad
184,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,Asian,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
185,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Child of Alumni,White,Female,Christian Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
186,2024 Fall,Undergraduate,FTIAC at Entry,Grand Rapids Campus,Full Time,Not Child of Alumni,White,Female,Other Reformed,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
187,2024 Fall,Graduate,Graduate,Online Campus,Part Time,Child of Alumni,White,Female,None/Not Stated,United States of America,Not Intl,North America,United States of America,Non Dual Citizen,Not ABD,US Citizens Living Domestically
